"id","yale_id","note_count","remark_abbr","remark"
4499,5642,1,"D:  ","Optical pair with HR 5643."
4500,5643,1,"D:  ","See HR 5642."
4501,5644,1,"VAR:","Lb 8.1 - 9.1p.  Amp. 0.51V, 0.36(B-V)."
4502,5646,1,"D:  ","CPM with HR 5647."
4503,5646,1,"G:  ","Possible Pleiades group."
4504,5647,1,"D:  ","See HR 5646."
4505,5649,1,"D:  ","CPM.  B is F8.  Nearly same proper motion as HR 5646, 5647."
4506,5651,1,"G:  ","Member of the local association (Pleiades group); Sco-Cen assoc."
4507,5651,1,"SB: ","0.9014d, K 22k/s, V0 +13.5k/s, asini .273."
4508,5651,1,"VAR:","Var?  Amp. 0.015b."
4509,5652,1,"D:  ","AP 5.1 B9IV, 5.6 B9V, 23.42y, a = 0.116"", combined light, colors.  Mean mass 5 solar.  BC, 10.5, 11.2v sep. 1.9"". A"
4510,5652,2,"D:  ","physical pair in orbital motion about AP at 58""; possibly quintuple system."
4511,5652,1,"G:  ","Member of Pleiades group."
4512,5652,1,"S:  ","Also classified B8VpSi, B9IV-V; component B G5IV."
4513,5652,1,"SB: ","ADS 9532A, 22.35y D, K 3.4k/s, V0 -14.2k/s, asini 358."
4514,5652,1,"VAR:","ADS 9532A, Alpha CV?, 4.53 - 4.56V.  Spectrum variable."
4515,5654,1,"D:  ","Resolved by speckle interferometry 1986.45, sep. 0.51""."
4516,5654,1,"VAR:","Lb 5.79 - 6.02V."
4517,5655,1,"D:  ","7.1, 7.1v, sep. 0.03""; suspected SB, but duplicity doubtful."
4518,5659,1,"D:  ","Binary.  Companion 7.53V, +0.35(R-I), dG6."
4519,5659,1,"DYN:","0.038""."
4520,5659,1,"G:  ","Epsilon Ind group."
4521,5661,1,"D:  ","Component C, A5V, optical.  Component B, RV -16k/s.  CPM with HR 5664."
4522,5661,1,"G:  ","Sco-Cen assoc."
4523,5661,1,"S:  ","H alpha variable."
4524,5664,1,"D:  ","CPM with the triple star HR 5661.  Faint companion of HR 5664, G5V, probably optical."
4525,5664,1,"S:  ","Also classified O7.5III((f))."
4526,5664,1,"SB: ","3.9025d, K 158.3k/s, V0 +9.2k/s, asini 8.46."
4527,5664,1,"VAR:","Component A of double, Ell?, amp. 0.08V."
4528,5667,1,"D:  ","Suspected of being double. SKYLAB indicates cool star with hot companion."
4529,5667,1,"S:  ","Sr 4077 strong.  Also classified F/G + A/F."
4530,5680,1,"D:  ","Companions:  B, B9V; C, A-type spectrum."
4531,5680,1,"S:  ","Also classified O7I."
4532,5681,1,"D:  ","CPM."
4533,5681,1,"RV: ","ADS 9559B, G0V, -12k/s."
4534,5683,1,"D:  ","AB binary.  C, 7.17V at 23"" CPM."
4535,5683,1,"G:  ","Possible Pleiades group; Sco-Cen assoc."
4536,5684,1,"G:  ","Sco-Cen assoc."
4537,5685,1,"C:  ","Color excess E(B-V) = -0.02."
4538,5685,1,"N:  ","Zuben Elschemali; Zuben Eschamali; Zuben el Chamali; Zubenesch; Zubenelg; Kiffa Borealis."
4539,5685,1,"S:  ","C1 neutral carbon continuum shows discontinuities in UV."
4540,5685,1,"VAR:","Described by Eratosthenes (ca. 200 B.C.) as brighter than Antares, by Ptolemy (ca. 150 A.D.) as equal to Antares."
4541,5686,1,"G:  ","Upper Cen group of Sco-Cen assoc."
4542,5687,1,"VAR:","EB 5.49 - 6.0B, 2.164175d.  Period 1.85 found for secondary min."
4543,5694,1,"D:  ","AB binary.  Some disagreement as to whether B or C, at 127"" from A, is the brighter."
4544,5694,1,"DYN:","0.034""."
4545,5694,1,"G:  ","Not member of Gamma Leo group but previously listed as such."
4546,5695,1,"G:  ","Member of the local association (Pleiades group); certain member of the Sco-Cen cluster; upper Cen group of Sco-Cen"
4547,5695,2,"G:  ","assoc.; member of Pleiades group."
4548,5695,1,"VAR:","Beta C 3.21 - 3.24V, 0.16547d; 0.14273d also possible."
4549,5697,1,"D:  ","Probable CPM."
4550,5701,1,"G:  ","Wolf 630 group."
4551,5702,1,"SB: ","3.5773d, K 59.4k/s, V0 -22.2k/s, msin3i 0.492, asini 2.91."
4552,5704,1,"D:  ","5.1 B5, 5.5 F8, 778.54y, a = 2.384"" or 269.90y, a = 2.485"".  Although a period has been derived, spectroscopic evidence"
4553,5953,1,"N:  ","Dschubba; Iclarkrau."
4554,5704,2,"D:  ","indicates that the F8 component is a dwarf much closer to the Sun than the B5 star:  probably optical."
4555,5705,1,"G:  ","Hyades group; Zeta Her group."
4556,5705,1,"S:  ","Ultraviolet FeII emission."
4557,5708,1,"D:  ","AB binary.  Combined mag., colors.  C, 9v at 27"" probably optical."
4558,5708,1,"G:  ","Upper Cen group of Sco-Cen assoc."
4559,5708,1,"RV: ","Comp. C, -26k/s."
4560,5708,1,"SB: ","Primary of visual system, 4.5598d, K 56.1k/s, V0 +7.9k/s, msin3i 0.404, asini 3.40."
4561,5708,1,"VAR:","Var?  Amp. 0.015b."
4562,5710,1,"D:  ","CPM?"
4563,5710,1,"DYN:","0.013""."
4564,5710,1,"G:  ","Wolf 630 group."
4565,5712,1,"G:  ","Certain member of the Sco-Cen cluster; upper Cen group of Sco-Cen assoc.; member of Pleiades group."
4566,5714,1,"N:  ","Pherkad Minor. Sometimes called Gamma1 UMi. HR 5735 is Gamma or Gamma2."
4567,5716,1,"S:  ","Sr enhanced."
4568,5719,1,"G:  ","Member of Pleiades group."
4569,5719,1,"VAR:","Spectrum variable."
4570,5720,1,"S:  ","Very metal-poor star. Nitrogen overabundant by factor of 15 and carbon underabundant by factor of 3 relative to iron."
4571,5721,1,"G:  ","UMa stream."
4572,5723,1,"SB: ","226.95d, K 14.0k/s, V0 -9.7k/s, asini 32.0.  Unresolved by speckle interferometry."
4573,5727,1,"D:  ","AB 5.62 G1V, 5.89 G3V, 41.623y, a = 0.907"".  B is HR 5728.  Colors for combined images. Mag. for blend 4.98V. Masses"
4574,5727,2,"D:  ","0.95 and 0.94 solar.  C, 13.4v at 58"" optical; D, 11v at 215"" probably optical."
4575,5727,1,"DYN:","0.054""."
4576,5727,1,"G:  ","UMa cluster; Sirius group? UMa stream."
4577,5727,1,"SB: ","ADS 9617A, 41.56y D, K 4.5k/s, V0 -6.0k/s, asini 904."
4578,5727,1,"VAR:","Blend of 5727/8, 4.94 - 5.02V.  Uncertain which component is the variable."
4579,5728,1,"D:  ","See HR 5727."
4580,5728,1,"DYN:","0.054""."
4581,5728,1,"G:  ","UMa stream."
4582,5728,1,"VAR:","See HR 5727."
4583,5730,1,"D:  ","Companion K5IV."
4584,5730,1,"G:  ","Sco-Cen assoc."
4585,5730,1,"RV: ","vsini 250-350k/s."
4586,5730,1,"S:  ","Shell star.  Also classified B3IVne, B1pne.  Width of H alpha varies.  Two spectra?"
4587,5730,1,"VAR:","Gamma Cas 5.43 - 5.61V."
4588,5731,1,"S:  ","Also classified B9V."
4589,5731,1,"VAR:","If variable, period much longer than 180d."
4590,5733,1,"D:  ","Probably binary with HR 5734, a close binary ADS 9626BC."
4591,5733,1,"N:  ","Alkalurops; Inkalunis; Icalurus; Clava; Venabulum."
4592,5733,1,"SB: ","ADS 9626A, 298.75d."
4593,5733,1,"VAR:","Delta Sct?"
4594,5734,1,"D:  ","BC 6.98 dG5, 7.63, 260.10y, a = 1.463"".  Combined mag., colors of BC.  Mean mass BC, 0.52 solar."
4595,5734,1,"DYN:","0.028""."
4596,5735,1,"N:  ","Pherkad; Pherkad Major. See HR 5563 and 5714."
4597,5735,1,"RV: ","0.108449d, but not SB. Variable elements."
4598,5735,1,"S:  ","Shell star, but shell possibly variable."
4599,5735,1,"VAR:","Delta Sct? Amp. 0.03V.  Hydrogen and CaII variable."
4600,5736,1,"G:  ","Probable member of Sco-Cen cluster; upper Cen group of Sco-Cen assoc."
4601,5736,1,"S:  ","Shell star."
4602,5740,1,"M:  ","Possible nearby star on basis of spectroscopic parallax."
4603,5741,1,"G:  ","61 Cyg group."
4604,5743,1,"N:  ","Zeta1 Fl 32, Zeta2 Fl 34, Zeta3 Fl 34 and Zeta4 Fl 35 Lib are, respectively, HR 5743, HD 137949 (6.69V,"
4605,5743,2,"N:  ","F0Vp), HR 5750 and 5764.  HD 137949 is included in the BS Supplement.  HR 5764 also called simply Zeta Lib."
4606,5744,1,"N:  ","Ed Asich; Eldsich; Al Dhiba; Al Dhihi."
4607,5747,1,"D:  ","First astrometric binary discovered from parallax measurements, by K. Burns, 1931."
4608,5747,1,"G:  ","Hyades group."
4609,5747,1,"N:  ","Nusakan."
4610,5747,1,"S:  ","Also classified A8IIIpSrCrEu. Extreme oxygen deficiency relative to magnesium. Magnetic field an indicator of stellar"
4611,5747,2,"S:  ","rotation.  Uranium 3860 but not thorium in spectrum."
4612,5747,1,"SB: ","10.496y, K 9.2k/s, V0 -18.0k/s, asini 442. The two SB components first resolved visually 1975. Possible secondary RV"
4613,5747,2,"SB: ","period 320.17d.  Resolved by speckle interferometry 1986.45, sep. 0.31""."
4614,5747,1,"VAR:","Alpha CV 3.65 - 3.72V, 18.487d.  Magnetic field and rotation same period.  Variable H alpha. Amp., light,"
4615,5747,2,"VAR:","magnetic field, spectrum vary per. 10.5y.  Possible secondary light period of 240d."
4616,5752,1,"SB: ","105.95d, K 10.8k/s, V0 -17.1k/s, asini 15.7."
4617,5756,1,"D:  ","B, 8.94V, +0.55(B-V), +0.07(U-B), F6V or G0V, CPM at 11.2"".  A, doubtful occultation double, mag. and color combined,"
4618,5756,2,"D:  ","sep. 0.03""."
4619,5756,1,"G:  ","Hyades group."
4620,5756,1,"SB: ","ADS 9681A."
4621,5763,1,"G:  ","UMa stream."
4622,5763,1,"S:  ","Also classified M0IIIab and K5.5Ib."
4623,5764,1,"G:  ","Sco-Cen assoc.; doubtful member of the Sco-Cen cluster."
4624,5764,1,"N:  ","Usually called Zeta Lib."
4625,5764,1,"SB: ","5.9, 7.9v, sep. 0.00004""?  Unresolved by speckle interferometry."
4626,5765,1,"D:  ","BC 7.8, 8.0, combined F0V 54.3y, a = 0.225"" or 57.32y, a = 0.245"".  This pair binary about component A at 9.3""."
4627,5765,1,"DYN:","Components BC, 0.011""."
4628,5765,1,"RV: ","Component B, -4.6k/s."
4629,5767,1,"G:  ","Probable Hyades group."
4630,5771,1,"D:  ","Companion A5."
4631,5773,1,"G:  ","Upper Cen group of Sco-Cen assoc."
4632,5774,1,"D:  ","Combined mag., colors.  Companion resolved by speckle interferometry, sep. 0.040"" on 1985.5."
4633,5774,1,"S:  ","Shell star."
4634,5776,1,"D:  ","3.5 B2IV-V, 3.6 B2IV-V, 147y, a = 0.59"". Combined mag., colors."
4635,5776,1,"G:  ","Probable member of Sco-Cen cluster; upper Cen group of Sco-Cen assoc."
4636,5776,1,"RV: ","Expanding circumstellar shell."
4637,5776,1,"S:  ","Spectra obtained in March 1987 at Vainu Bappu Obs. showed H alpha profiles with emission peaks.  The star may be in"
4638,5776,2,"S:  ","transition from B to Be type."
4639,5777,1,"G:  ","Gamma Leo group."
4640,5778,1,"G:  ","Member of the local association (Pleiades group)."
4641,5778,1,"RV: ","Primary probably not variable and velocity probably constant."
4642,5778,1,"VAR:","Component A is NSV 7134, 4.12V, amp. 0.7m.  However, 1300 UBV observations on 57 nights (1984-6) revealed no variation"
4643,5953,1,"R:  ","Diam. = 0.00045 - 0.00046""."
4644,5778,2,"VAR:","over 0.06 mag.  R-I also found at -0.16.  Component B, the rarely seen companion, is NSV 7135, 5.5, 7.8v."
4645,5780,1,"G:  ","Sco-Cen cluster; Sco-Cen assoc."
4646,5781,1,"G:  ","Probable member of Sco-Cen cluster; upper Cen group of Sco-Cen assoc."
4647,5781,1,"RV: ","Comp. B +3.5k/s."
4648,5781,1,"S:  ","Shell star."
4649,5781,1,"VAR:","Var?  Amp. 0.015b."
4650,5782,1,"D:  ","Companion B, K0V; C is optical."
4651,5785,1,"G:  ","Probable Hyades group."
4652,5787,1,"D:  ","ADS 9704 AP, sep. 0.097"", unresolved by speckle interferometry.  Component B, 11.2v at 42"", optical."
4653,5787,1,"N:  ","Zuben Elakrab; Zuben Hakraki; Zuben el Hakrabi."
4654,5788,1,"D:  ","ADS 9701, 3168y, a = 5.8432"".  Binary with HR 5789, blended mag., colors."
4655,5788,1,"DYN:","0.022""."
4656,5789,1,"D:  ","Binary with HR 5788.  CD 13.5, 14.0 sep. 4"" at 65"" from A, optical."
4657,5789,1,"DYN:","0.022""."
4658,5789,1,"VAR:","Delta Sct 4.20 - 4.25V, 0.134d.  Fourier analysis of 1975 and 1979 data shows frequencies of 6.4227 and 7.8869 cycles/d"
4659,5789,2,"VAR:","or periods 0.1557 and 0.1268d."
4660,5793,1,"G:  ","Sirius group; UMa stream."
4661,5793,1,"N:  ","ALPHEKKA; Alphecca; Alphacca; Gemma; Gnosia; The Jewel; Gnosia Stella Coronae; Ashtaroth."
4662,5793,1,"SB: ","17.3599d, K 35.8k/s, V0 +1.5k/s, asini 7.83; EB, i 88.3d."
4663,5793,1,"VAR:","EA 2.21 - 2.32B, 17.359907d. Possibly also intrinsic var."
4664,5794,1,"S:  ","Ultraviolet FeII emission."
4665,5797,1,"D:  ","CPM."
4666,5801,1,"G:  ","Sco OB2; Sco-Cen assoc.; upper Sco region."
4667,5804,1,"S:  ","Also classified F0IVn."
4668,5805,1,"G:  ","Upper Cen group of Sco-Cen assoc."
4669,5806,1,"G:  ","Possibly Wolf 630 group."
4670,5807,1,"S:  ","Also classified A8III:"
4671,5812,1,"G:  ","Sco OB2; Sco-Cen assoc.; probable member of Sco-Cen cluster; upper Sco region."
4672,5812,1,"S:  ","A Perkins Obs. spectrogram May 8, 1962 showed two spectra, sep. 200k/s, B3V, vsini 149k/s and B5:, vsini 100:k/s."
4673,5815,1,"D:  ","Binary with HR 5816."
4674,5816,1,"D:  ","Binary with HR 5815.  Combined mag. 5.79V."
4675,5823,1,"S:  ","Also classified G7.5IIIb CN-1 Fe -1."
4676,5824,1,"R:  ","Occultation diam. = 0.0022""."
4677,5829,1,"D:  ","AB binary, B, 8.5 G8IV-V; C, 11.4 at 135""."
4678,5829,1,"DYN:","0.045""."
4679,5829,1,"SB: ","ADS 9696A."
4680,5830,1,"G:  ","UMa stream."
4681,5831,1,"D:  ","Companion 10.33V, +0.49(B-V), -0.01(U-B), F5V, CPM."
4682,5831,1,"S:  ","G8.5IIIa CN-1 Ca-1 Fe 0.5."
4683,5833,1,"D:  ","Binary with HR 5834.  Colors for combined light; combined mag., 66V."
4684,5833,1,"DYN:","0.010""."
4685,5834,1,"D:  ","Binary with HR 5833."
4686,5834,1,"DYN:","0.010""."
4687,5834,1,"SB: ","ADS 9737A, B6V+B6V, 12.5842d, K 126.1k/s, V0 -14.3k/s, msin3i 9.40, asini 21.8. Both components vsini 100:k/s."
4688,5839,1,"G:  ","Sco-Cen cluster; upper Cen group of Sco-Cen assoc.; member of Pleiades group."
4689,5839,1,"SB: ","12.26d, K 63.3k/s, V0 +3.9k/s, msin3i 1.35, asini 10.5.  Equal components."
4690,5840,1,"G:  ","Sirius group; UMa stream."
4691,5841,1,"VAR:","Is 7.3 - 8.3p."
4692,5842,1,"D:  ","AB 5.2 A1V, 5.3 AIV, 11.07y, a = 0.117"".  AB combined mag., color.  Resolved by speckle interferometry 1986.45,"
4693,5842,2,"D:  ","sep. 0.05""."
4694,5842,1,"DYN:","0.012"" to 0.026""."
4695,5842,1,"G:  ","Pleiades group."
4696,5843,1,"G:  ","In Ursa cluster; UMa stream. Possible Eggen group with HR 63, q.v."
4697,5843,1,"VAR:","Alpha CV 5.33 - 5.36V, 1.59584d. SrII same period. Magnetic field var.  Period probably due to rotation of star"
4698,5843,2,"VAR:","spots."
4699,5845,1,"G:  ","Hyades group."
4700,5845,1,"S:  ","Also classified A8Vams."
4701,5846,1,"D:  ","CPM."
4702,5847,1,"G:  ","Wolf 630 group."
4703,5849,1,"D:  ","4.08 A0IV, 5.51 A3V, 91.0y, a = 0.74"".  Combined mag., color."
4704,5849,1,"DYN:","0.018""."
4705,5849,1,"G:  ","Hyades group."
4706,5849,1,"SB: ","ADS 9757A."
4707,5849,1,"VAR:","Delta Sct 3.80-3.86V, 0.030d. Mass 1.9 solar. Possibly beat period?"
4708,5851,1,"D:  ","CPM with HR 5852.  Combined mag. and colors, 5.53V, +0.23(B-V), +0.10(U-B)."
4709,5851,1,"S:  ","Also classified A7V."
4710,5852,1,"D:  ","CPM with HR 5851."
4711,5852,1,"S:  ","Also classified A8V."
4712,5853,1,"D:  ","Quintuple system of which E is brightest companion; B, 12.0V at 4""; others at 172"" and 208""."
4713,5853,1,"DYN:","0.084""."
4714,5854,1,"D:  ","SR? Amp. 0.2V. ADS 9765B, optical."
4715,5854,1,"N:  ","UNUKALHAI; Unuk al Hay; Unuk Elhaia; Unuk; Unukalhay; Cor Serpentis."
4716,5856,1,"D:  ","AB binary; C, 9.0 G0 at 51"" fixed."
4717,5857,1,"VAR:","Alpha CV 5.50 - 5.51V, 1.30488d.  Beat period 4.2283d."
4718,5859,1,"G:  ","UMa stream."
4719,5860,1,"D:  ","Sep. 0.097""."
4720,5863,1,"SB: ","38.937d, K 53.6k/s, V0 -12.6k/s, asini 17.2.  Unresolved by speckle interferometry."
4721,5864,1,"D:  ","AB, CPM."
4722,5867,1,"D:  ","B, 9.72V, +0.84(B-V), +0.68(U-B), K3V, CPM. C, 10.7v at 201"". Also CPM with BD+15d2906 at 1642"", itself a double, 8.4,"
4723,5867,2,"D:  ","10.5v sep. 6""."
4724,5867,1,"DYN:","0.016""."
4725,5867,1,"G:  ","Sirius group; member of Ursa cluster; UMa stream."
4726,5867,1,"RV: ","ADS 9778B, +2.8k/s."
4727,5868,1,"SB: ","1837d, K 2.8k/s, V0 -6.7k/s, asini 59.1.  Orbit questioned by Morbey and Griffin (1987, ApJ, 317, 343)."
4728,5869,1,"G:  ","Sco-Cen assoc.; in Norma dark cloud."
4729,5870,1,"G:  ","Hyades group."
4730,5873,1,"D:  ","Component B, K0V.  Third component optical."
4731,5873,1,"G:  ","Doubtful member of the Sco-Cen cluster; upper Cen group of Sco-Cen assoc.; in Norma dark cloud."
4732,5879,1,"S:  ","Ultraviolet FeII emission."
4733,5880,1,"C:  ","IR excess."
4734,5880,1,"S:  ","Hydrogen deficient carbon star. At minimum, emission of CaII, NaI, ScII, TiII, SrII, and FeII. Spectra at 2 and 10"
4735,5880,2,"S:  ","micrometers indicate a thick dust shell either around R CrB or a companion."
4736,5880,1,"VAR:","R CB 5.8 - 14.8v.  The prototype star, discovered by Pigott in 1795."
4737,5882,1,"SB: ","137.55d, K 21.2k/s, V0 +30.3k/s, asini 39.7."
4738,5883,1,"G:  ","Sco-Cen assoc."
4739,5883,1,"S:  ","HgMn star."
4740,5883,1,"SB: ","15.2565d, K 135.6k/s, V0 -16.3Vk/s, asini 28.4. Primary mercury-platinum star B9IV, secondary Am; possibly a third"
4741,5883,2,"SB: ","spectroscopically invisible component."
4742,5885,1,"G:  ","Sco OB2 assoc.; probable member of Sco-Cen cluster; upper Sco region; embedded in reflection nebulosity; member of"
4743,5885,2,"G:  ","Pleiades group."
4744,5885,1,"RV: ","Rapidly rotating star which might become Be star."
4745,5886,1,"G:  ","In Ursa cluster; Sirius group."
4746,5886,1,"RV: ","24.4d."
4747,5887,1,"D:  ","Components white and orange-red."
4748,5887,1,"S:  ","Also classified A8IVams."
4749,5888,1,"G:  ","UMa stream."
4750,5888,1,"S:  ","Also classified A6IVm."
4751,5892,1,"S:  ","Also classified A6IVm."
4752,5893,1,"G:  ","Possibly 61 Cyg group."
4753,5893,1,"VAR:","Amp. 0.07V."
4754,5894,1,"VAR:","M 5.16 - 14.4v, 356.41d."
4755,5895,1,"S:  ","Lambda Boo star, Mg 4481 wk."
4756,5898,1,"D:  ","B, 10.5v at 1.08""; C, 9.1 at 45""; D, 8.7 at 48""."
4757,5898,1,"VAR:","Amp. 0.07V."
4758,5900,1,"D:  ","Binary."
4759,5900,1,"S:  ","Sr and 4152 strong. Possibly Am or Fm component. Earlier grating spectra yielded A3/A7/F0II-III from K"
4760,5900,2,"S:  ","line/hydrogen/metallic lines, respectively."
4761,5902,1,"G:  ","Sco OB2; doubtful member of the Sco-Cen cluster."
4762,5902,1,"SB: ","5.3, 7.3v, sep. 0.0002"",  about 11.5d."
4763,5903,1,"VAR:","Delta Sct?"
4764,5904,1,"D:  ","CPM. Combined mag., color."
4765,5904,1,"G:  ","Sco OB2; Sco-Cen assoc.; probable member of Sco-Cen cluster; upper Sco region; embedded in reflection nebulosity."
4766,5904,1,"RV: ","Rapidly rotating star which may become Be star."
4767,5905,1,"G:  ","Sco-Cen assoc."
4768,5906,1,"D:  ","Suspected occultation double."
4769,5906,1,"G:  ","Sco OB2; Sco-Cen assoc.; doubtful member of the Sco-Cen cluster; upper Sco region."
4770,5907,1,"G:  ","Sco-Cen assoc.; doubtful member of the Sco-Cen cluster; upper Sco region."
4771,5907,1,"VAR:","Amp. 0.03V on time scale 2 hrs. suspected."
4772,5910,1,"G:  ","Sco OB2."
4773,5910,1,"RV: ","Determinations of vsini range from 29 to 196k/s."
4774,5912,1,"G:  ","Sco OB2."
4775,5912,1,"S:  ","Helium-weak star."
4776,5912,1,"VAR:","1.45937d.  Magnetic field variable 1.45955d (Landstreet et al. 1979, MNRAS, 188, 609)."
4777,5913,1,"S:  ","Also classified F4IVs or F3V."
4778,5914,1,"S:  ","Lithium to hydrogen ratio about 12 times solar. Low metal content."
4779,5914,1,"VAR:","Variable intrinsic polarization observed Aug. 1974."
4780,5915,1,"D:  ","Binary."
4781,5915,1,"G:  ","Sco OB2; member of the local association (Pleiades group); Sco-Cen assoc."
4782,5918,1,"D:  ","Companion G8V, optical."
4783,5918,1,"S:  ","Also classified B9V."
4784,5919,1,"VAR:","Delta Sct 6.20 - 6.23V, about 0.250d."
4785,5920,1,"D:  ","Companion F5V, optical."
4786,5924,1,"G:  ","Epsilon Ind group."
4787,5924,1,"M:  ","High space velocity."
4788,5925,1,"D:  ","Binary with HR 5926.  Mag. and color for combined light, 4.585V, +0.09(B-V), +0.07(U-B)."
4789,5925,1,"DYN:","0.018""."
4790,5925,1,"S:  ","Also classified A2.5IV."
4791,5926,1,"D:  ","Binary with HR 5925."
4792,5926,1,"DYN:","0.018""."
4793,5926,1,"S:  ","Also classified A1V(n)."
4794,5928,1,"G:  ","Sco OB2; Sco-Cen cluster; upper Sco region; member of Pleiades group."
4795,5929,1,"S:  ","Houk classified K0/1III + A0/1V."
4796,5930,1,"D:  ","Suspected occultation double."
4797,5931,1,"M:  ","Old disk population runaway star."
4798,5933,1,"C:  ","Color excess E(B-V) = +0.03."
4799,5933,1,"D:  ","Companions optical?"
4800,5934,1,"G:  ","Sco OB2; upper Sco complex."
4801,5934,1,"SB: ","Large amp. Secondary much fainter."
4802,5934,1,"VAR:","Beta C?, 5.84 - 5.87V, 0.2872d."
4803,5936,1,"S:  ","Also classified A7III."
4804,5938,1,"S:  ","Shell star.  Also classified B8V."
4805,5938,1,"SB: ","46.0227d, K 12.0k/s, V0 -19.3k/s, asini 7.17.  RV period constant over 40 yrs. Shell-line RV also 46.023d."
4806,5938,1,"VAR:","Spectrum var.  Balmer emission and metallic absorption vary in period about 30 yrs; H alpha profile varies in period"
4807,5938,2,"VAR:","of =<1 min.  A potassium flare observed June 21, 1965.  Probable mass-transfer between components."
4808,5939,1,"VAR:","CDelta 6.06 - 6.81V, 6.32344d.  Possible blue companion."
4809,5941,1,"G:  ","Sco-Cen assoc.; probable member of Sco-Cen cluster; member of Pleiades group."
4810,5941,1,"RV: ","Shell oscillations.  Unstable circumstellar shell expanding -25k/s.  RV has quasi period of about 10 yrs, amp. about"
4811,5941,2,"RV: ","200k/s."
4812,5941,1,"S:  ","Strong Lambda 4619 absorption.  Shell star with variable hydrogen emission profiles.  Also classified B3:IV:e-shell."
4813,5941,1,"VAR:","Gamma Cas 4.79 - 4.96V.  Variable polarization.  R-I also found at -0.13."
4814,5942,1,"G:  ","Sco OB2; Sco-Cen cluster; upper Sco region."
4815,5942,1,"RV: ","vsini 200k/s."
4816,5942,1,"S:  ","He strong?"
4817,5942,1,"VAR:","Small amp. in y. 0.492d or 0.976d.  Also spectrum var."
4818,5944,1,"C:  ","Color excess E(B-V) = +0.08."
4819,5944,1,"D:  ","Primary is SB, 3.4, 6.4v sep. 0.0003""; third component, ADS 9862B, 12.2v at 50"".  vsini both A and B =<100k/s."
4820,5944,2,"D:  ","Component B, F4V, optical."
4821,5944,1,"G:  ","Sco OB2; Sco-Cen cluster; in HII region; upper Sco region; member of Pleiades group; in reflection nebula; member assoc."
4822,5944,2,"G:  ","Sco R1 at 145 pc."
4823,5944,1,"SB: ","ADS 9862A, B1V, B2V, 1.5701d, K 131k/s, V0 -4k/s, msin3i 3.46, asini 2.83. Equal components."
4824,5947,1,"D:  ","Component B, 12.6v at 2"", CPM."
4825,5947,1,"M:  ","Possible X-ray source 3U1555+27."
4826,5948,1,"D:  ","AB binary.  Companion A5Vp."
4827,5948,1,"G:  ","Sco-Cen cluster; member of the local association (Pleiades group)."
4828,5948,1,"RV: ","Comp. B, +7k/s."
4829,5950,1,"G:  ","Probable Hyades group."
4830,5953,1,"C:  ","Color excess E(B-V) = +0.16. Conspicuous infrared deficiency."
4831,5953,1,"D:  ","Possible quadruple system:  SB 3.0, 5.0v, sep. 0.00001"", 3.3v at 0.1"", and 4.9v at 0.186""."
4832,5953,1,"G:  ","Sco OB2; Sco-Cen cluster; upper Sco region; HII region."
4833,5953,1,"SB: ","Primary SB about 20d.  Another companion 4.9v at 0.181"", discovered by occultation and speckle interferometry, has"
4834,5953,2,"SB: ","longer period.  Resolved by speckle observations 1986.45, sep. 0.17""."
4835,5954,1,"D:  ","Component B optical."
4836,5954,1,"SB: ","3100d, K 9.0k/s, V0 -25.7k/s, asini 380.4.  Orbit questioned by Morbey and Griffin (1987, ApJ, 317, 343)."
4837,5954,2,"SB: ","Unresolved by speckle interferometry."
4838,5958,1,"D:  ","Visual companion doubtful."
4839,5958,1,"N:  ","Blaze Star."
4840,5958,1,"SB: ","227.6d, K 24.0k/s, V0 -27.0k/s, msin3i 2.60, asini 75.0."
4841,5958,1,"VAR:","Nr 2.0 - 10.8v, 29000d?  Outbursts 1866 and 1946.  V and B-V for 1946 maximum.  Near maximum 9.88V, +1.40(B-V),"
4842,5958,2,"VAR:","+0.59(U-B)."
4843,5960,1,"G:  ","Hyades group."
4844,5960,1,"VAR:","Delta Sct 4.95 - 5.00V, 0.063d."
4845,5961,1,"D:  ","AB 5.3 A5V, 5.5 A6V, 26.93y, a = 0.366"". C, 7.5v at 11"". Combined mag., colors."
4846,5961,1,"DYN:","0.026""."
4847,5961,1,"G:  ","Hyades moving group."
4848,5967,1,"G:  ","Probable member of Sco-Cen cluster; upper Cen group of Sco-Cen assoc.; member of Pleiades group."
4849,5968,1,"D:  ","Companion optical."
4850,5969,1,"G:  ","Probable Hyades group."
4851,5969,1,"R:  ","Occultation diameter measure indicates point source."
4852,5971,1,"G:  ","Pleiades group."
4853,5971,1,"RV: ","384d?"
4854,5971,1,"S:  ","HgMn star. Overabundant mercury."
4855,5971,1,"VAR:","Alpha CV?, 4.96 - 5.08V."
4856,5976,1,"G:  ","Probable Hyades group."
4857,5977,1,"D:  ","Binary with HR 5978, q.v."
4858,5977,1,"DYN:","0.038""."
4859,5978,1,"D:  ","Quintuple system ADS 9909A-C is CPM with ADS 9910, 7.4 G8V, 8.1K0V sep. 11"" at 281"" from ADS 9909A. ADS 9909AB 4.9 F5IV,"
4860,5978,2,"D:  ","4.9 F5IV, 45.69y, a = 0.720"". Combined mag. 4.16V, combined colors. ADS 9909C, 7.30V, +0.75(B-V), dG7 at 7"", physical."
4861,5978,1,"DYN:","0.038""."
